"clean_addr","coun_dist","shape_area","shape_leng","type","type_clean","mobile","HIV","kosher","halal","program","address","boro","zip_code","days","snap_activity","coords","bbl","lon","lat","multiple","number","clean_prgm","type1","type_clean1","program1","mobile1","HIV1","kosher1","halal1","snap_activity1","type2","type_clean2","program2","mobile2","HIV2","kosher2","halal2","snap_activity2","type3","type_clean3","program3","mobile3","HIV3","kosher3","halal3","snap_activity3","types"
"200-12 HOLLIS AVENUE",27,221755997.048,82516.6550754,"FP","Food Pantry","No","No","No","No","SECOND CHANCE AGAPE WORSHIP CENTER","200-12 HOLLIS AVENUE","QUEENS",11412,"THUR","HRA provides SNAP outreach materials for distribution and posting","-73.757132,40.705944",4109400102,-73.757132,40.705944,"Food Pantry",1,"SECOND CHANCE AGAPE WORSHIP CENTER","FP","Food Pantry","SECOND CHANCE AGAPE WORSHIP CENTER","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2001 ORIENTAL BLVD",48,116100078.382,92683.5752797,"FP","Food Pantry","No","No","No","No","KINGSBOROUGH COMMUNITY COLLEGE","2001 ORIENTAL BLVD - T4-265","BROOKLYN",11235,"MON-FRI","SNAP outreach provided by external organization","-73.934968,40.578152",3087600060,-73.934968,40.578152,"Food Pantry",1,"KINGSBOROUGH COMMUNITY COLLEGE","FP","Food Pantry","KINGSBOROUGH COMMUNITY COLLEGE","No","No","No","No","SNAP outreach provided by external organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2004 FULTON STREET",41,78156814.9694,57718.3766762,"FP","Food Pantry","No","No","No","No","THE CAMPAIGN AGAINST HUNGER","2004 FULTON STREET","BROOKLYN",11233,"MON/TUE-FRI","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)","-73.918127,40.678428",3015490012,-73.918127,40.678428,"Food Pantry",1,"THE CAMPAIGN AGAINST HUNGER","FP","Food Pantry","THE CAMPAIGN AGAINST HUNGER","No","No","No","No","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"201 LENOX AVE",9,57262986.9594,47398.2418262,"FP","Food Pantry","No","No","No","No","MT. OLIVET BAPTIST CHURCH COMMUNITY MEAL PROGRAM","201 LENOX AVE","MANHATTAN",10027,"TUE,WED","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.94807,40.804945",1019050029,-73.94807,40.804945,"Food Pantry",1,"MT. OLIVET BAPTIST CHURCH COMMUNITY MEAL PROGRAM","FP","Food Pantry","MT. OLIVET BAPTIST CHURCH COMMUNITY MEAL PROGRAM","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"201 WEST 13TH STREET",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","CHURCH OF THE VILLAGE UNITED METHODIST CHURCH","201 WEST 13TH STREET","MANHATTAN",10011,"TUE","HRA provides SNAP outreach materials for distribution and posting","-74.00039,40.738158",1006180040,-74.00039,40.738158,"Multiple Programs",2,"CHURCH OF THE VILLAGE UNITED METHODIST CHURCH","FP","Food Pantry","CHURCH OF THE VILLAGE UNITED METHODIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","CHURCH OF THE VILLAGE UNITED METHODIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting/ on site SNAP services by APICHA last two TUESDAYS OF MONTH",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"201 WEST 13TH STREET",3,82514825.7584,92788.6218166,"SK","Soup Kitchen","No","No","No","No","CHURCH OF THE VILLAGE UNITED METHODIST CHURCH","201 WEST 13TH STREET","MANHATTAN",10011,"SAT","HRA provides SNAP outreach materials for distribution and posting/ on site SNAP services by APICHA last two TUESDAYS OF MONTH","-74.00039,40.738158",1006180040,-74.00039,40.738158,"Multiple Programs",2,"CHURCH OF THE VILLAGE UNITED METHODIST CHURCH","FP","Food Pantry","CHURCH OF THE VILLAGE UNITED METHODIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","CHURCH OF THE VILLAGE UNITED METHODIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting/ on site SNAP services by APICHA last two TUESDAYS OF MONTH",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"202-14 HOLLIS AVE",27,221755997.048,82516.6550754,"FP","Food Pantry","No","No","No","No","VETS INC, HOLLIS GARDENS","202-14 HOLLIS AVE","QUEENS",11429,"THUR","HRA provides SNAP outreach materials for distribution and posting","-73.754974,40.706233",4109420104,-73.754974,40.706233,"Food Pantry",1,"VETS INC, HOLLIS GARDENS","FP","Food Pantry","VETS INC, HOLLIS GARDENS","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2038 DAVIDSON AVENUE",14,51648156.0501,48429.4566604,"FP","Food Pantry","No","No","No","No","DAVIDSON COMMUNITY CENTER INC","2038 DAVIDSON AVENUE","BRONX",10453,"WED","HRA provides SNAP outreach materials for distribution and posting. SNAP Outreach services provided by on site staff.","-73.908464,40.853539",2028630028,-73.908464,40.853539,"Food Pantry",1,"DAVIDSON COMMUNITY CENTER INC","FP","Food Pantry","DAVIDSON COMMUNITY CENTER INC","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. SNAP Outreach services provided by on site staff.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2059 BEDFORD AVENUE",40,62693961.5363,42775.1460013,"FP","Food Pantry","No","No","No","No","BETHANIE FRENCH SEVENTH-DAY ADVENTIST CHURCH","2059 BEDFORD AVENUE","BROOKLYN",11226,"FRI (2,4)","HRA provides SNAP outreach materials for distribution and posting.","-73.955831,40.654492",3050650011,-73.955831,40.654492,"Food Pantry",1,"BETHANIE FRENCH SEVENTH-DAY ADVENTIST CHURCH","FP","Food Pantry","BETHANIE FRENCH SEVENTH-DAY ADVENTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"206 EAST 4TH STREET",2,47497703.9198,48548.8392127,"FP","Food Pantry","No","No","No","No","NAZARETH HOUSING INC","206 EAST 4TH STREET","MANHATTAN",10009,"TUE","HRA provides SNAP outreach materials for distribution and posting/ on site SNAP services","-73.984244,40.7237",1003990011,-73.984244,40.7237,"Food Pantry",1,"NAZARETH HOUSING INC","FP","Food Pantry","NAZARETH HOUSING INC","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting/ on site SNAP services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"207 WEST 96TH STREET",7,51409604.832,50140.2042375,"FP","Food Pantry","No","No","No","No","HOLY NAME OF JESUS - ST. GREGORY THE GREAT","207 WEST 96TH STREET","MANHATTAN",10025,"MON","HRA provides SNAP outreach materials for distribution and posting/ REFER clients to WSCAH","-73.970989,40.794567",1018680124,-73.970989,40.794567,"Food Pantry",1,"HOLY NAME OF JESUS - ST. GREGORY THE GREAT","FP","Food Pantry","HOLY NAME OF JESUS - ST. GREGORY THE GREAT","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting/ REFER clients to WSCAH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2083 RICHMOND TERRACE",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","RESCUE MINISTRY\MINISTERIO RESCATE, INC.","2083 RICHMOND TERRACE","STATEN ISLAND",10302,"TUE","HRA provides SNAP outreach mateiral for distribution and posting. Organization refers clients to POS site (CHA-SI) for SNAP services","-74.132426,40.640587",5010680060,-74.132426,40.640587,"Food Pantry",1,"RESCUE MINISTRY\MINISTERIO RESCATE, INC.","FP","Food Pantry","RESCUE MINISTRY\MINISTERIO RESCATE, INC.","No","No","No","No","HRA provides SNAP outreach mateiral for distribution and posting. Organization refers clients to POS site (CHA-SI) for SNAP services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2085 ROCKAWAY PARKWAY",46,278428132.763,254546.291005,"FP","Food Pantry","No","No","No","No","BAY VIEW HOUSES RESIDENT ASSOCIATION","2085 ROCKAWAY PARKWAY","BROOKLYN",11236,"THUR","HRA provides SNAP outreach materials for distribution and posting","-73.886758,40.633094",3083290225,-73.886758,40.633094,"Food Pantry",1,"BAY VIEW HOUSES RESIDENT ASSOCIATION","FP","Food Pantry","BAY VIEW HOUSES RESIDENT ASSOCIATION","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2093 FULTON STREET",37,98292390.5272,65461.0111019,"FP","Food Pantry","No","No","No","No","BLESSED ASSURANCE CHURCH OF GOD BLESSED ASSURANCE CHARITY INC","2093 FULTON STREET","BROOKLYN",11233,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.90932,40.678422",3015420053,-73.90932,40.678422,"Food Pantry",1,"BLESSED ASSURANCE CHURCH OF GOD BLESSED ASSURANCE CHARITY INC","FP","Food Pantry","BLESSED ASSURANCE CHURCH OF GOD BLESSED ASSURANCE CHARITY INC","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2094 FULTON STREET",41,78156814.9694,57718.3766762,"SK","Soup Kitchen","No","No","No","No","NEIGHBORS TOGETHER","2094 FULTON STREET","BROOKLYN",11233,"MON-THUR/FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.913837,40.678134",3015500031,-73.913837,40.678134,"Soup Kitchen",1,"NEIGHBORS TOGETHER","SK","Soup Kitchen","NEIGHBORS TOGETHER","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"21 SNYDER AVENUE",40,62693961.5363,42775.1460013,"FP","Food Pantry","No","No","No","No","CHURCH AVENUE MERCHANTS BLOCK ASSOC., INC/CAMBA FOOD PANTRY","21 SNYDER AVENUE","BROOKLYN",11226,"TUE, THUR(1,2,3,4)","Refers SNAP applicants to another CAMBA location","-73.957728,40.649046",3051030008,-73.957728,40.649046,"Food Pantry",1,"CHURCH AVENUE MERCHANTS BLOCK ASSOC., INC/CAMBA FOOD PANTRY","FP","Food Pantry","CHURCH AVENUE MERCHANTS BLOCK ASSOC., INC/CAMBA FOOD PANTRY","No","No","No","No","Refers SNAP applicants to another CAMBA location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"211 WEST 141ST STREET",9,57262986.9594,47398.2418262,"FP","Food Pantry","No","No","No","No","ST. CHARLES BORROMEO CHURCH","211 WEST 141ST STREET","MANHATTAN",10030,"SAT","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)/ HRA provides SNAP outreach materials (English, Spanish, Chinese) for distribution and posting","-73.941643,40.819611",1020270024,-73.941643,40.819611,"Food Pantry",1,"ST. CHARLES BORROMEO CHURCH","FP","Food Pantry","ST. CHARLES BORROMEO CHURCH","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)/ HRA provides SNAP outreach materials (English, Spanish, Chinese) for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"211-04 HOLLIS AVE.",27,221755997.048,82516.6550754,"FP","Food Pantry","No","No","No","No","HOLLIS AVENUE CONGREGATIONAL CHURCH","211-04 HOLLIS AVE., QUEENS VILLAGE","QUEENS",11429,"TUE","HRA provides SNAP outreach materials  for distribution and posting","-73.746259,40.708809",4111130023,-73.746259,40.708809,"Food Pantry",1,"HOLLIS AVENUE CONGREGATIONAL CHURCH","FP","Food Pantry","HOLLIS AVENUE CONGREGATIONAL CHURCH","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2114 MERMAID AVE",47,125420269.357,99670.2305211,"SK","Soup Kitchen","No","No","No","No","ACTS COMMUNITY DEVELOPMENT CORPORATION","2114 MERMAID AVE","BROOKLYN",11224,"WED,FRI","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)","-73.988416,40.576037",3070580007,-73.988416,40.576037,"Multiple Programs",2,"ACTS COMMUNITY DEVELOPMENT CORPORATION","SK","Soup Kitchen","ACTS COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)","FP","Food Pantry","ACTS COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen, Food Pantry"
"2114 MERMAID AVE",47,125420269.357,99670.2305211,"FP","Food Pantry","No","No","No","No","ACTS COMMUNITY DEVELOPMENT CORPORATION","2114 MERMAID AVE","BROOKLYN",11224,"TUE/THUR","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)","-73.988416,40.576037",3070580007,-73.988416,40.576037,"Multiple Programs",2,"ACTS COMMUNITY DEVELOPMENT CORPORATION","SK","Soup Kitchen","ACTS COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)","FP","Food Pantry","ACTS COMMUNITY DEVELOPMENT CORPORATION","No","No","No","No","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen, Food Pantry"
"2121 WASHINGTON AVE",15,97486794.3143,63479.5026023,"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY TREMONT CORPS","2121 WASHINGTON AVE","BRONX",10457,"TUE,THUR,FRI","HRA provides SNAP outreach materials for distribution and posting.","-73.89559,40.85224",2030370015,-73.89559,40.85224,"Food Pantry",1,"THE SALVATION ARMY TREMONT CORPS","FP","Food Pantry","THE SALVATION ARMY TREMONT CORPS","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"213 WEST 30TH STREET",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","ST. JOHN'S BREAD OF LIFE","213 WEST 30TH STREET","MANHATTAN",10001,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.993092,40.748949",1007800026,-73.993092,40.748949,"Food Pantry",1,"ST. JOHN'S BREAD OF LIFE","FP","Food Pantry","ST. JOHN'S BREAD OF LIFE","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2134 RICHMOND TERRACE",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","COMMUNITY HEALTH ACTION OF STATEN ISLAND","2134 RICHMOND TERRACE","STATEN ISLAND",10302,"WED/FRI/SAT","HRA maintains oversight of  SNAP POS site:  SNAP prescreening and electronic submissionof of SNAP application and documents/ EASY ACCESS (for SNAP documents) site","-74.134343,40.640055",5010740053,-74.134343,40.640055,"Multiple Programs",2,"COMMUNITY HEALTH ACTION OF STATEN ISLAND","FP","Food Pantry","COMMUNITY HEALTH ACTION OF STATEN ISLAND","No","No","No","No","HRA maintains oversight of  SNAP POS site:  SNAP prescreening and electronic submissionof of SNAP application and documents/ EASY ACCESS (for SNAP documents) site","FPM","Food Pantry Mobile","COMMUNITY HEALTH ACTION OF STATEN ISLAND","Yes","No","No","Yes","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Food Pantry Mobile"
"2134 RICHMOND TERRACE",49,329414913.13,178070.498322,"FPM","Food Pantry","Yes","No","No","No","COMMUNITY HEALTH ACTION OF STATEN ISLAND","2134 RICHMOND TERRACE","STATEN ISLAND",10302,"SEE FILE","HRA provides SNAP outreach materials for distribution and posting","-74.134343,40.640055",5010740053,-74.134343,40.640055,"Multiple Programs",2,"COMMUNITY HEALTH ACTION OF STATEN ISLAND","FP","Food Pantry","COMMUNITY HEALTH ACTION OF STATEN ISLAND","No","No","No","No","HRA maintains oversight of  SNAP POS site:  SNAP prescreening and electronic submissionof of SNAP application and documents/ EASY ACCESS (for SNAP documents) site","FPM","Food Pantry Mobile","COMMUNITY HEALTH ACTION OF STATEN ISLAND","Yes","No","No","Yes","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Food Pantry Mobile"
"2139 ADAM CLAYTON POWELL JR. BLVD",9,57262986.9594,47398.2418262,"FP","Food Pantry","No","No","No","No","HARLEM DOWLING WEST SIDE CENTER/SPECIALIZED SERVICES","2139 ADAM CLAYTON POWELL JR. BLVD @ 127TH STREET","MANHATTAN",10027,"TUE/FRI (1,2,3)","HRA provides SNAP outreach materials for distribution and posting","-73.947127,40.809908",1019110061,-73.947127,40.809908,"Food Pantry",1,"HARLEM DOWLING WEST SIDE CENTER/SPECIALIZED SERVICES","FP","Food Pantry","HARLEM DOWLING WEST SIDE CENTER/SPECIALIZED SERVICES","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"215 BEACH 77TH STREET",31,436682690.776,433258.983326,"FP","Food Pantry","No","No","No","No","BETHEL AME CHURCH/BETHEL ARVERNE COMM.","215 BEACH 77TH STREET","QUEENS",11692,"THUR","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach provided by on site staff. FBNYC TEN site.","-73.804624,40.588813",4161110025,-73.804624,40.588813,"Food Pantry",1,"BETHEL AME CHURCH/BETHEL ARVERNE COMM.","FP","Food Pantry","BETHEL AME CHURCH/BETHEL ARVERNE COMM.","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach provided by on site staff. FBNYC TEN site.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"215-31 99TH AVENUE",27,221755997.048,82516.6550754,"FP","Food Pantry","No","No","No","No","DIVINE FOOD PANTRY","215-31 99TH AVENUE (QUEEN VILLAGE)","QUEENS",11429,"FRI/SAT","HRA provides SNAP outreach materials for distribution and posting","-73.74297,40.714875",4110830117,-73.74297,40.714875,"Food Pantry",1,"DIVINE FOOD PANTRY","FP","Food Pantry","DIVINE FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2155 UNIVERSITY AVENUE",14,51648156.0501,48429.4566604,"FP","Food Pantry","No","No","No","No","BRONX COMMUNITY COLLEGE FP","2155 UNIVERSITY AVENUE - ROOMS 120","BRONX",10453,"MON-FRI","HRA provides SNAP outreach materials for distribution and posting","-73.909638,40.857967",2032170060,-73.909638,40.857967,"Food Pantry",1,"BRONX COMMUNITY COLLEGE FP","FP","Food Pantry","BRONX COMMUNITY COLLEGE FP","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2157 HOLLAND AVE",13,327160416.937,333861.097778,"FPK","Food Pantry","No","No","Yes","No","JEWISH COMMUNITY COUNCIL OF PELHAM PARKWAY","2157 HOLLAND AVE","BRONX",10462,"TUE,WED,THUR","SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP document)","-73.865992,40.855338",2043190045,-73.865992,40.855338,"Food Pantry",1,"JEWISH COMMUNITY COUNCIL OF PELHAM PARKWAY","FPK","Food Pantry","JEWISH COMMUNITY COUNCIL OF PELHAM PARKWAY","No","No","Yes","No","SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP document)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"216-11 MERRICK BLVD.",31,436682690.776,433258.983326,"FP","Food Pantry","No","No","No","No","ONE WAY CHURCH OF CHRIST","216-11 MERRICK BLVD.","QUEENS",11413,"SAT","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.75228,40.680234",4129560012,-73.75228,40.680234,"Food Pantry",1,"ONE WAY CHURCH OF CHRIST","FP","Food Pantry","ONE WAY CHURCH OF CHRIST","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"217-10 93RD AVENUE",23,305399273.203,77505.7698339,"FP","Food Pantry","No","No","No","No","MOUNT SINAI SDA CHURCH","217-10 93RD AVENUE","QUEENS",11428,"WED","HRA provides SNAP outreach mateiral for distribution and posting","-73.739813,40.721047",4106230001,-73.739813,40.721047,"Food Pantry",1,"MOUNT SINAI SDA CHURCH","FP","Food Pantry","MOUNT SINAI SDA CHURCH","No","No","No","No","HRA provides SNAP outreach mateiral for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"2190 ADAM CLAYTON POWELL JR BLVD",9,57262986.9594,47398.2418262,"SK","Soup Kitchen","No","No","No","No","SALEM UNITED METHODIST CHURCH","2190 ADAM CLAYTON POWELL JR BLVD","MANHATTAN",10027,"WED","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.946577,40.811945",1019330032,-73.946577,40.811945,"Soup Kitchen",1,"SALEM UNITED METHODIST CHURCH","SK","Soup Kitchen","SALEM UNITED METHODIST CHURCH","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
